Student_Number,Matric_Aggregate_Group,FTENab,Matric_Status_Code,Age_Group,Race,Gender,Home_Language,Employment,Magisterial_District,Region,Class
10490889,0000_0000,F,DIPL,26_28     ,African,F,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,1.0
10491405,0000_0000,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,KUILS RIVER,Western Cape,1.0
12261806,1201_1300,T,DEGR,24_25     ,African,M,ISINDEBELE,Employed,BRONKHORSTSPRUIT,Gauteng,1.0
12264444,1101_1150,F,DEGR,26_28     ,African,F,ISIZULU,Unemployed,ESTCOURT,KwaZulu-Natal,1.0
11118708,0901_0950,F,DIPL,20_21     ,African,F,ISIXHOSA,Employed,UMLAZI,KwaZulu-Natal,1.0
10803004,0000_0000,F,HCER,24_25     ,African,M,XITSONGA,Unemployed,JOHANNESBURG,Gauteng,1.0
12268110,0901_0950,F,DIPL,20_21     ,African,M,ENGLISH,Employed,PIETERSBURG,North Eastern,1.0
11698963,1401_3000,T,MATR,29_34     ,White,M,AFRIKAANS,Employed,ROODEPOORT,Gauteng,1.0
11699544,0000_0000,T,DEGR,24_25     ,White,M,ENGLISH,Unemployed,ROODEPOORT,Gauteng,1.0
11499855,1401_3000,T,DEGR,22_23     ,White,M,ENGLISH,Employed,STELLENBOSCH,Western Cape,1.0
12270584,0951_1000,F,DIPL,22_23     ,African,M,ISIZULU,Employed,GARANKUWA,Midlands,1.0
12272188,1151_1200,T,DEGR,24_25     ,African,F,ISIZULU,Employed,MTUNZINI,KwaZulu-Natal,1.0
10503549,1201_1300,T,DEGR,20_21     ,African,M,ISIZULU,Unemployed,PRETORIA,Gauteng,1.0
11122557,0000_0000,F,DIPL,24_25     ,African,F,SETSWANA,Unemployed,RANDBURG,Gauteng,1.0
11124096,0000_0000,T,KWAL,24_25     ,African,F,ENGLISH,Student,JOHANNESBURG,Gauteng,1.0
11705905,0000_0000,T,DEGR,24_25     ,Coloured,M,AFR/ENG,Employed,STRAND,Western Cape,1.0
11706160,1101_1150,F,DEGR,24_25     ,African,M,ISIZULU,Employed,RANDBURG,Gauteng,1.0
10511223,1051_1100,T,DEGR,26_28     ,African,M,ISIZULU,Employed,BELFAST,North Eastern,1.0
11711013,1151_1200,T,DEGR,24_25     ,African,F,TSHIVENDA,Unemployed,PRETORIA,Gauteng,1.0
12276426,0001_0600,T,DIPL,26_28     ,Coloured,M,ENGLISH,Employed,PORT ELIZABETH,Eastern Cape,1.0
10515784,0000_0000,F,DIPL,29_34     ,African,M,TSHIVENDA,Unemployed,THOHOYANDOU,North Eastern,1.0
10517213,1301_1400,T,MATR,35_40     ,African,M,NORTHERN SOTHO,Employed,HIGHVELD RIDGE,North Eastern,1.0
11713016,0801_0850,F,SENR,35_40     ,African,F,NORTHERN SOTHO,Employed,BOLOBEDU,North Eastern,1.0
12279379,1001_1050,T,DIPL,22_23     ,African,M,SESOTHO,Student,BLOEMFONTEIN,Midlands,1.0
11716907,0000_0000,T,KWAL,26_28     ,African,M,ENGLISH,Employed,BELLVILLE,Western Cape,1.0
11717224,1201_1300,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Unemployed,PRETORIA,Gauteng,1.0
11718689,1401_3000,T,DEGR,20_21     ,Coloured,F,ENGLISH,Unemployed,DURBAN,KwaZulu-Natal,1.0
11718735,0851_0900,F,DIPL,20_21     ,African,F,ENGLISH,Unemployed,QUEENSTOWN,Eastern Cape,1.0
10169223,0000_0000,T,DIPL,18_19     ,African,F,ENGLISH,Employed,GARANKUWA,Midlands,1.0
11132056,0901_0950,T,MATR,35_40     ,African,M,NORTHERN SOTHO,Employed,PRETORIA,Gauteng,1.0
11529730,0000_0000,T,DIPL,24_25     ,African,F,ISIZULU,Unemployed,VANDERBIJLPARK,Gauteng,1.0
10518937,0000_0000,T,DEGR,24_25     ,White,F,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,1.0
10521539,0000_0000,T,DEGR,22_23     ,African,M,SETSWANA,Employed,TEMBA,Midlands,1.0
10174402,0901_0950,T,SENR,29_34     ,African,M,SETSWANA,Employed,GOODWOOD,Western Cape,1.0
11148208,1051_1100,T,DEGR,26_28     ,African,F,SETSWANA,Unemployed,BOKSBURG,Gauteng,1.0
12285077,0000_0000,F,DEGR,18_19     ,White,M,AFR/ENG,Employed,HERMANUS,Western Cape,1.0
11719677,0000_0000,T,DEGR,29_34     ,African,M,ISIXHOSA,Employed,KING WILLIAM'S TOWN,Eastern Cape,1.0
11719831,0000_0000,T,KWAL,22_23     ,African,F,SETSWANA,Student,RANDBURG,Gauteng,1.0
11721124,0000_0000,F,DEGR,20_21     ,African,M,SESOTHO,Unemployed,MOKERONG,North Eastern,1.0
11721337,1051_1100,F,DEGR,20_21     ,Indian,F,ENGLISH,Unemployed,LOWER UMFOLOZI,KwaZulu-Natal,1.0
11722279,0001_0600,F,ONBK,22_23     ,African,M,ENGLISH,Employed,SOSHANGUWE,Gauteng,1.0
12461819,0001_0600,F,DEGR,29_34     ,African,M,ISIZULU,Employed,BRAKPAN,Gauteng,1.0
10186659,1201_1300,F,DEGR,22_23     ,White,M,AFRIKAANS,Employed,PRETORIA,Gauteng,1.0
11722368,1001_1050,T,MATR,35_40     ,African,M,ISIZULU,Employed,LOWER UMFOLOZI,KwaZulu-Natal,1.0
12463935,1151_1200,T,DEGR,26_28     ,African,M,SISWATI,Employed,KEMPTON PARK,Gauteng,1.0
12289048,1001_1050,F,DIPL,26_28     ,African,M,ISIXHOSA,Unemployed,UITENHAGE,Eastern Cape,1.0
10528045,0001_0600,T,DEGR,29_34     ,African,F,NORTHERN SOTHO,Employed,KEMPTON PARK,Gauteng,1.0
10528533,0000_0000,F,DEGR,18_19     ,African,F,ISIZULU,Unemployed,INGWAVUMA,KwaZulu-Natal,1.0
10528967,1301_1400,T,DEGR,24_25     ,African,M,SETSWANA,Employed,LICHTENBURG,Midlands,1.0
10530751,1051_1100,T,DEGR,26_28     ,African,M,TSHIVENDA,Employed,DZANANI,North Eastern,1.0
12291541,0000_0000,T,DEGR,29_34     ,African,F,ISIXHOSA,Employed,KEMPTON PARK,Gauteng,1.0
11730608,0000_0000,T,KWAL,29_34     ,African,M,ISIXHOSA,Employed,DURBAN,KwaZulu-Natal,1.0
10533906,1151_1200,F,MATR,29_34     ,African,M,ISINDEBELE,Unemployed,CAMPERDOWN,KwaZulu-Natal,1.0
10535192,1051_1100,T,DEGR,24_25     ,African,M,SETSWANA,Employed,PRETORIA,Gauteng,1.0
11163221,1101_1150,T,DEGR,24_25     ,African,F,ISIXHOSA,Unemployed,ENGCOBO,Eastern Cape,1.0
12470117,0951_1000,F,DIPL,24_25     ,African,F,ISIXHOSA,Unemployed,MOUNT CURRIE,KwaZulu-Natal,1.0
10536447,1051_1100,T,DEGR,26_28     ,Coloured,F,AFRIKAANS,Employed,ROODEPOORT,Gauteng,1.0
10536544,0951_1000,T,DIPL,24_25     ,African,M,ENGLISH,Employed,EAST LONDON,Eastern Cape,1.0
10193210,0601_0800,F,HCER,29_34     ,African,M,TSHIVENDA,Unemployed,PRETORIA,Gauteng,1.0
10542986,0851_0900,F,DIPL,26_28     ,African,F,ISIZULU,Unemployed,UMLAZI,KwaZulu-Natal,1.0
12477146,0901_0950,T,MATR,35_40     ,Coloured,M,ENGLISH,Employed,CAPE TOWN,Western Cape,1.0
10821419,0951_1000,F,DIPL,22_23     ,African,M,ISIZULU,Employed,MDUTJANA,North Eastern,1.0
11172317,0901_0950,F,DIPL,24_25     ,African,F,ISIZULU,Employed,POSTMASBURG,Midlands,1.0
10544873,1201_1300,T,DEGR,24_25     ,Indian,M,ENGLISH,Unemployed,INANDA,KwaZulu-Natal,1.0
10548313,1051_1100,T,MATR,29_34     ,African,F,ISIZULU,Employed,LOWER UMFOLOZI,KwaZulu-Natal,1.0
12299663,0951_1000,T,DIPL,24_25     ,African,F,ENGLISH,Employed,KEMPTON PARK,Gauteng,1.0
12478215,1151_1200,F,DEGR,20_21     ,Indian,M,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,1.0
10549484,1101_1150,T,DEGR,24_25     ,African,F,NORTHERN SOTHO,Unemployed,WITBANK,North Eastern,1.0
10550687,0901_0950,T,DIPL,29_34     ,African,M,SETSWANA,Employed,MADIKWE,Midlands,1.0
10552485,0000_0000,T,DEGR,18_19     ,African,M,NORTHERN SOTHO,Employed,JOHANNESBURG,Gauteng,1.0
10823977,1051_1100,T,DEGR,20_21     ,African,F,ENGLISH,Unemployed,SEKHUKHUNELAND,North Eastern,1.0
12302419,0000_0000,T,DIPL,26_28     ,African,F,SETSWANA,Employed,KEMPTON PARK,Gauteng,1.0
12480155,1401_3000,T,DEGR,24_25     ,White,M,AFR/ENG,Unemployed,BELLVILLE,Western Cape,1.0
10555630,0601_0800,T,SENR,29_34     ,African,M,ISIZULU,Employed,JOHANNESBURG,Gauteng,1.0
12483898,1401_3000,F,DEGR,22_23     ,Coloured,F,ENGLISH,Unemployed,CAPE TOWN,Western Cape,1.0
10559315,1401_3000,T,DEGR,22_23     ,White,M,ENGLISH,Employed,OUDTSHOORN,Western Cape,1.0
10559536,1051_1100,T,DEGR,22_23     ,White,M,ENGLISH,Employed,CAPE TOWN,Western Cape,1.0
10560976,1051_1100,F,DEGR,22_23     ,African,M,ENGLISH,Unemployed,PINETOWN,KwaZulu-Natal,1.0
10562521,1301_1400,T,DEGR,26_28     ,African,M,ISIZULU,Employed,PIETERMARITZBURG,KwaZulu-Natal,1.0
10832135,0001_0600,F,KWAL,20_21     ,African,F,ENGLISH,Employed,RUSTENBURG,Midlands,1.0
10564901,0000_0000,F,DIPL,29_34     ,African,M,TSHIVENDA,Unemployed,SOUTPANSBERG,North Eastern,1.0
10215740,1301_1400,T,DEGR,22_23     ,African,M,NORTHERN SOTHO,Unemployed,BENONI,Gauteng,1.0
12306678,1201_1300,F,DEGR,22_23     ,African,M,NORTHERN SOTHO,Employed,LYDENBURG,North Eastern,1.0
12485761,0000_0000,F,DEGR,18_19     ,White,F,ENGLISH,Student,MIDDELBURG (Mphumalanga),North Eastern,1.0
12308875,1401_3000,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Unemployed,KEMPTON PARK,Gauteng,1.0
12309766,1201_1300,F,DEGR,22_23     ,White,M,ENGLISH,Employed,GERMISTON,Gauteng,1.0
10222256,1001_1050,F,DEGR,22_23     ,African,F,XITSONGA,Employed,MHALA,North Eastern,1.0
10834693,0000_0000,F,DEGR,22_23     ,African,M,ISIXHOSA,Unemployed,JOHANNESBURG,Gauteng,1.0
12490104,1201_1300,T,DEGR,26_28     ,African,F,SETSWANA,Unemployed,MANKWE,Midlands,1.0
12491370,0951_1000,F,DIPL,26_28     ,African,F,ISIZULU,Unemployed,INGWAVUMA,KwaZulu-Natal,1.0
12313518,1401_3000,T,DEGR,26_28     ,White,F,AFRIKAANS,Employed,ROODEPOORT,Gauteng,1.0
11740905,0000_0000,T,KWAL,26_28     ,African,F,ISIZULU,Employed,PRETORIA,Gauteng,1.0
11741648,0001_0600,T,MATR,29_34     ,African,M,SISWATI,Employed,Unknown,Unknown,1.0
11743683,0000_0000,T,KWAL,41_50     ,African,M,GERMAN,Employed,Unknown,Unknown,1.0
12315316,0000_0000,T,DEGR,26_28     ,African,M,XITSONGA,Employed,HLANGANANI,North Eastern,1.0
10570451,1301_1400,T,DEGR,26_28     ,African,M,SESOTHO,Employed,STANDERTON,North Eastern,1.0
10571919,0000_0000,T,DEGR,22_23     ,African,F,ENGLISH,Employed,WYNBERG,Western Cape,1.0
12317963,0601_0800,F,DEGR,20_21     ,White,M,ENGLISH,Employed,SIMONSTOWN,Western Cape,1.0
12318261,0951_1000,T,DIPL,24_25     ,African,M,SETSWANA,Employed,WONDERBOOM,Gauteng,1.0
12318571,1051_1100,T,DEGR,26_28     ,African,F,SESOTHO,Unemployed,NEBO,North Eastern,1.0
10234939,1001_1050,T,DEGR,24_25     ,African,M,ISIXHOSA,Unemployed,KRUGERSDORP,Gauteng,1.0
10573811,0000_0000,T,DEGR,22_23     ,African,M,ISIZULU,Unemployed,SPRINGS,Gauteng,1.0
10575728,0000_0000,F,DEGR,29_34     ,No information,F,ENGLISH,Employed,NEWCASTLE,KwaZulu-Natal,1.0
10577081,1151_1200,F,DEGR,24_25     ,African,F,NORTHERN SOTHO,Unemployed,TEMBA,Midlands,1.0
12319168,0851_0900,T,HCER,22_23     ,African,M,SETSWANA,Employed,SOSHANGUWE,Gauteng,1.0
12320142,0000_0000,F,DEGR,22_23     ,African,M,SETSWANA,Employed,JOHANNESBURG,Gauteng,1.0
10842513,0000_0000,F,DEGR,20_21     ,Indian,F,ENGLISH,Unemployed,RANDBURG,Gauteng,1.0
10845997,0000_0000,T,KWAL,26_28     ,Indian,M,ENGLISH,Employed,JOHANNESBURG,Gauteng,1.0
12505705,0901_0950,T,DEGR,24_25     ,African,M,ISIZULU,Unemployed,UMLAZI,KwaZulu-Natal,1.0
10581566,0000_0000,T,DEGR,29_34     ,African,M,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,1.0
11746178,1101_1150,F,DEGR,24_25     ,African,M,SISWATI,Employed,EERSTEHOEK,North Eastern,1.0
11746879,0000_0000,F,DIPL,26_28     ,African,F,TSHIVENDA,Employed,JOHANNESBURG,Gauteng,1.0
13721450,1401_3000,T,DEGR,24_25     ,White,M,AFR/ENG,Employed,PRETORIA,Gauteng,1.0
12507533,0951_1000,T,DIPL,29_34     ,African,M,TSHIVENDA,Unemployed,THOHOYANDOU,North Eastern,1.0
11747150,1201_1300,F,DEGR,18_19     ,African,F,ENGLISH,Unemployed,RANDBURG,Gauteng,1.0
11747403,1151_1200,T,DEGR,24_25     ,Indian,M,ENGLISH,Unemployed,PIETERMARITZBURG,KwaZulu-Natal,1.0
11748936,0000_0000,T,DEGR,29_34     ,African,M,NORTHERN SOTHO,Employed,JOHANNESBURG,Gauteng,1.0
11749754,0000_0000,T,DEGR,26_28     ,African,M,ENGLISH,Employed,GERMISTON,Gauteng,1.0
11750167,0801_0850,T,DIPL,24_25     ,African,F,ISIZULU,Unemployed,PRETORIA,Gauteng,1.0
10584794,1201_1300,T,DEGR,24_25     ,African,F,ISIZULU,Unemployed,PORT SHEPSTONE,KwaZulu-Natal,1.0
10246988,0951_1000,T,DIPL,26_28     ,African,M,NORTHERN SOTHO,Employed,FRANKFORT,Gauteng,1.0
10861194,0000_0000,T,DEGR,29_34     ,African,M,SISWATI,Unemployed,LYDENBURG,North Eastern,1.0
10861224,0000_0000,F,DEGR,22_23     ,African,M,ENGLISH,Unemployed,ROODEPOORT,Gauteng,1.0
10590112,1051_1100,T,DEGR,26_28     ,African,F,ISIZULU,Employed,GERMISTON,Gauteng,1.0
10591863,1151_1200,F,DEGR,26_28     ,African,M,SESOTHO,Employed,BLOEMFONTEIN,Midlands,1.0
10593343,1201_1300,T,DEGR,26_28     ,African,F,NORTHERN SOTHO,Employed,MIDDELBURG (Mphumalanga),North Eastern,1.0
11750957,0000_0000,T,DEGR,29_34     ,African,M,TSHIVENDA,Employed,ODENDAALSRUS,Midlands,1.0
11751008,1301_1400,T,DEGR,26_28     ,African,M,TSHIVENDA,Employed,THOHOYANDOU,North Eastern,1.0
11754928,1151_1200,T,DEGR,26_28     ,African,M,SESOTHO,Employed,JOHANNESBURG,Gauteng,1.0
10595338,0001_0600,F,SENR,29_34     ,African,M,ISIXHOSA,Employed,BELLVILLE,Western Cape,1.0
10597357,1401_3000,T,DEGR,20_21     ,Coloured,F,AFRIKAANS,Employed,GORDONIA,Midlands,1.0
12514025,1201_1300,T,DEGR,24_25     ,African,F,XITSONGA,Employed,TEMBA,Midlands,1.0
11757196,0000_0000,T,DEGR,20_21     ,African,F,ISIZULU,Unemployed,NEWCASTLE,KwaZulu-Natal,1.0
11757714,1001_1050,F,DEGR,29_34     ,African,M,SETSWANA,Unemployed,EAST LONDON,Eastern Cape,1.0
13728959,0000_0000,T,DEGR,26_28     ,African,F,SHONA,Employed,EAST LONDON,Eastern Cape,1.0
10864250,1301_1400,T,DEGR,24_25     ,African,M,ENGLISH,Employed,VEREENIGING,Gauteng,1.0
10865785,1101_1150,T,DEGR,26_28     ,African,M,ISIZULU,Employed,BOKSBURG,Gauteng,1.0
11758292,1051_1100,T,DEGR,24_25     ,African,F,ISIXHOSA,Employed,MITCHELLS PLAIN,Western Cape,1.0
11758435,1051_1100,T,DEGR,24_25     ,African,F,ISIZULU,Employed,KLIPRIVER,KwaZulu-Natal,1.0
11759644,0000_0000,F,DIPL,29_34     ,African,F,TSHIVENDA,Unemployed,ROODEPOORT,Gauteng,1.0
11759892,1101_1150,T,DEGR,26_28     ,African,M,ISIXHOSA,Employed,JOHANNESBURG,Gauteng,1.0
11760971,1151_1200,T,DEGR,29_34     ,African,M,ISIXHOSA,Unemployed,SIMONSTOWN,Western Cape,1.0
13732034,1001_1050,T,SENR,35_40     ,African,M,NORTHERN SOTHO,Employed,SOSHANGUWE,Gauteng,1.0
12520680,1201_1300,F,DEGR,20_21     ,African,F,SETSWANA,Employed,KEMPTON PARK,Gauteng,1.0
12323556,0801_0850,T,VOOR,41_50     ,African,M,SHONA,Employed,DURBAN,KwaZulu-Natal,1.0
10606480,1051_1100,T,DIPL,22_23     ,African,F,NORTHERN SOTHO,Unemployed,THABAMOOPO,North Eastern,1.0
13733572,1201_1300,T,DEGR,29_34     ,African,M,ISIXHOSA,Employed,PIETERMARITZBURG,KwaZulu-Natal,1.0
13734250,1101_1150,F,DEGR,20_21     ,African,M,SETSWANA,Employed,RUSTENBURG,Midlands,1.0
13734870,0801_0850,F,DIPL,18_19     ,African,F,ISIZULU,Unemployed,LOWER UMFOLOZI,KwaZulu-Natal,1.0
12324587,0901_0950,F,DIPL,29_34     ,African,M,ISIZULU,Unemployed,LOWER TUGELA,KwaZulu-Natal,1.0
13737869,0901_0950,F,DIPL,20_21     ,African,M,SETSWANA,Unemployed,ROODEPOORT,Gauteng,1.0
12326191,1301_1400,T,MATR,35_40     ,Coloured,M,ENGLISH,Employed,KUILS RIVER,Western Cape,1.0
12521927,1101_1150,T,DEGR,24_25     ,African,F,ISIZULU,Employed,ESHOWE,KwaZulu-Natal,1.0
10609355,0601_0800,T,DEGR,29_34     ,Indian,M,ENGLISH,Employed,DURBAN,KwaZulu-Natal,1.0
10612976,0000_0000,F,DEGR,20_21     ,Coloured,F,ENGLISH,Employed,GEORGE,Western Cape,1.0
10614138,0001_0600,T,SENR,29_34     ,African,F,ISIZULU,Employed,LOWER UMFOLOZI,KwaZulu-Natal,1.0
13743117,1051_1100,T,DEGR,22_23     ,African,M,ENGLISH,Unemployed,GOODWOOD,Western Cape,1.0
13743974,1001_1050,F,DIPL,26_28     ,African,M,ISINDEBELE,Employed,BELA-BELA,North Eastern,1.0
13747864,0851_0900,T,DIPL,26_28     ,African,M,NORTHERN SOTHO,Unemployed,SENWABARWANA,North Eastern,1.0
12530562,1201_1300,T,DEGR,24_25     ,Indian,F,ENGLISH,Unemployed,CHATSWORTH,KwaZulu-Natal,1.0
10617741,1051_1100,T,DEGR,26_28     ,African,M,SESOTHO,Employed,KLERKSDORP,Midlands,1.0
13750007,0851_0900,F,DIPL,22_23     ,African,M,SETSWANA,Employed,TEMBA,Midlands,1.0
12533283,0000_0000,T,DIPL,24_25     ,African,F,NORTHERN SOTHO,Unemployed,MOKERONG,North Eastern,1.0
10619009,1201_1300,T,DEGR,22_23     ,African,M,ENGLISH,Student,KIMBERLEY,Midlands,1.0
10619628,0901_0950,F,MATR,29_34     ,African,M,NORTHERN SOTHO,Employed,MOKOPANE,North Eastern,1.0
13751853,0801_0850,F,HCER,24_25     ,African,M,NORTHERN SOTHO,Unemployed,THABAMOOPO,North Eastern,1.0
10877155,1051_1100,T,DEGR,22_23     ,African,M,SETSWANA,Unemployed,TEMBA,Midlands,1.0
12341368,0000_0000,T,DIPL,29_34     ,African,M,NORTHERN SOTHO,Employed,BENONI,Gauteng,1.0
10292645,0901_0950,F,DIPL,29_34     ,African,M,NORTHERN SOTHO,Employed,KEMPTON PARK,Gauteng,1.0
10293711,1201_1300,T,DEGR,24_25     ,African,M,ISIZULU,Employed,PIET RETIEF,North Eastern,1.0
10294583,1401_3000,T,DEGR,22_23     ,African,F,SETSWANA,Employed,KRUGERSDORP,Gauteng,1.0
10295132,0000_0000,T,KWAL,26_28     ,African,M,ENGLISH,Employed,GOODWOOD,Western Cape,1.0
13275695,1301_1400,T,MATR,35_40     ,African,M,SETSWANA,Employed,WONDERBOOM,Gauteng,1.0
11762931,1051_1100,F,DEGR,22_23     ,African,F,ISIZULU,Employed,BERGVILLE,KwaZulu-Natal,1.0
11763048,0901_0950,T,DEGR,26_28     ,African,F,ENGLISH,Employed,BLOEMFONTEIN,Midlands,1.0
10297728,1201_1300,T,DEGR,26_28     ,African,F,ISINDEBELE,Unemployed,WITBANK,North Eastern,1.0
13278220,1201_1300,T,DEGR,20_21     ,Indian,M,ENGLISH,Unemployed,CHATSWORTH,KwaZulu-Natal,1.0
13756294,0000_0000,F,DIPL,22_23     ,African,M,ISIZULU,Unemployed,HLABISA,KwaZulu-Natal,1.0
12342089,1001_1050,F,DIPL,20_21     ,African,F,TSHIVENDA,Unemployed,MUTALE,North Eastern,1.0
12541243,0000_0000,F,DEGR,18_19     ,White,M,ENGLISH,Unemployed,EAST LONDON,Eastern Cape,1.0
12544943,1201_1300,T,DEGR,20_21     ,African,M,OTHER AFRICAN LANGUAGES,Employed,JOHANNESBURG,Gauteng,1.0
12545079,1101_1150,T,DEGR,22_23     ,African,M,ISIZULU,Unemployed,INANDA,KwaZulu-Natal,1.0
12345894,0000_0000,T,KWAL,29_34     ,African,M,ISIXHOSA,Employed,KURUMAN,Midlands,1.0
12346010,0000_0000,T,DIPL,24_25     ,African,M,NORTHERN SOTHO,Employed,LYDENBURG,North Eastern,1.0
12546590,0000_0000,F,DEGR,18_19     ,African,F,NORTHERN SOTHO,Employed,WONDERBOOM,Gauteng,1.0
10886588,1001_1050,F,DEGR,24_25     ,African,F,NORTHERN SOTHO,Unemployed,RANDBURG,Gauteng,1.0
13761255,1201_1300,T,DEGR,24_25     ,Indian,F,ENGLISH,Employed,DURBAN,KwaZulu-Natal,1.0
13763274,0851_0900,F,DIPL,26_28     ,African,M,ISINDEBELE,Unemployed,TEMBA,Midlands,1.0
13763436,1401_3000,T,MATR,35_40     ,White,M,ENGLISH,Employed,GERMISTON,Gauteng,1.0
13289200,0901_0950,F,DIPL,20_21     ,African,M,AFRIKAANS,Employed,PRETORIA,Gauteng,1.0
11768182,1201_1300,T,DEGR,26_28     ,African,M,ENGLISH,Unemployed,MITCHELLS PLAIN,Western Cape,1.0
14130903,0000_0000,F,DEGR,18_19     ,White,M,ENGLISH,Unemployed,RANDBURG,Gauteng,1.0
12550838,1301_1400,T,DEGR,26_28     ,African,F,ISIZULU,Employed,LOWER UMFOLOZI,KwaZulu-Natal,1.0
14135401,1301_1400,T,DEGR,24_25     ,Indian,M,ENGLISH,Employed,CHATSWORTH,KwaZulu-Natal,1.0
13770192,0851_0900,T,DIPL,26_28     ,African,M,NORTHERN SOTHO,Unemployed,SEKHUKHUNELAND,North Eastern,1.0
11770125,0901_0950,T,DIPL,26_28     ,African,M,NORTHERN SOTHO,Unemployed,PIETERSBURG,North Eastern,1.0
11772807,1201_1300,F,DEGR,29_34     ,African,M,SISWATI,Employed,BARBERTON,North Eastern,1.0
12350758,0801_0850,T,HCER,22_23     ,African,F,ISIZULU,Unemployed,NQUTU,KwaZulu-Natal,1.0
10894540,0000_0000,F,DEGR,20_21     ,White,M,ENGLISH,Employed,SOMERSET WEST,Western Cape,1.0
10894599,0000_0000,F,DEGR,18_19     ,African,M,ISIZULU,Employed,JOHANNESBURG,Gauteng,1.0
11773817,1201_1300,T,DEGR,22_23     ,Indian,F,ENGLISH,Employed,INANDA,KwaZulu-Natal,1.0
11774546,1201_1300,T,DEGR,26_28     ,African,F,NORTHERN SOTHO,Employed,SENWABARWANA,North Eastern,1.0
11776336,1301_1400,T,DEGR,24_25     ,African,F,ISIZULU,Employed,HIGHVELD RIDGE,North Eastern,1.0
11779378,1201_1300,T,DEGR,26_28     ,Other / Non disclosure,M,TSHIVENDA,Employed,THOHOYANDOU,North Eastern,1.0
11779510,0000_0000,T,DEGR,26_28     ,African,M,ISIZULU,Employed,CAPE TOWN,Western Cape,1.0
12560744,0901_0950,T,DEGR,20_21     ,African,M,NORTHERN SOTHO,Unemployed,PRETORIA,Gauteng,1.0
12561891,1001_1050,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Unemployed,MOKERONG,North Eastern,1.0
10903811,0000_0000,F,DEGR,20_21     ,Indian,F,ENGLISH,Unemployed,PIETERMARITZBURG,KwaZulu-Natal,1.0
14138872,0000_0000,T,DEGR,22_23     ,White,M,AFRIKAANS,Unemployed,KEMPTON PARK,Gauteng,1.0
12358522,0001_0600,T,SENR,35_40     ,African,F,XITSONGA,Employed,GERMISTON,Gauteng,1.0
11780783,1201_1300,T,DEGR,20_21     ,African,F,ISIZULU,Employed,MIDDELBURG (Mphumalanga),North Eastern,1.0
11781251,0851_0900,F,DIPL,26_28     ,African,M,NORTHERN SOTHO,Unemployed,CULLINAN,Gauteng,1.0
11781650,1101_1150,T,DEGR,22_23     ,African,M,ISIZULU,Employed,ESHOWE,KwaZulu-Natal,1.0
11784355,1201_1300,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Unemployed,THABAMOOPO,North Eastern,1.0
11784552,0000_0000,T,KWAL,35_40     ,Coloured,M,AFRIKAANS,Employed,CARNARVON,Midlands,1.0
12842007,1401_3000,T,DEGR,29_34     ,Indian,M,ENGLISH,Employed,GERMISTON,Gauteng,1.0
11785084,1101_1150,T,DEGR,24_25     ,African,M,SESOTHO,Unemployed,BLOEMFONTEIN,Midlands,1.0
11786463,1301_1400,T,DEGR,22_23     ,African,M,ISIZULU,Employed,DURBAN,KwaZulu-Natal,1.0
11786994,0000_0000,T,DEGR,26_28     ,African,F,ISIZULU,Employed,PINETOWN,KwaZulu-Natal,1.0
12566254,0001_0600,F,VOOR,29_34     ,Other / Non disclosure,F,ENGLISH,Unemployed,DURBAN,KwaZulu-Natal,1.0
14142575,1101_1150,T,MATR,29_34     ,African,F,ISIXHOSA,Employed,PRETORIA,Gauteng,1.0
14143156,0601_0800,T,DEGR,22_23     ,Indian,M,ENGLISH,Employed,RANDBURG,Gauteng,1.0
12362233,1201_1300,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Unemployed,MOKERONG,North Eastern,1.0
11789702,1151_1200,T,DEGR,26_28     ,African,F,ENGLISH,Unemployed,NIGEL,Gauteng,1.0
11791990,1051_1100,T,DEGR,24_25     ,African,M,SISWATI,Employed,KEMPTON PARK,Gauteng,1.0
13775957,1401_3000,T,DEGR,22_23     ,White,F,AFRIKAANS,Unemployed,DURBAN,KwaZulu-Natal,1.0
13776131,1151_1200,T,MATR,41_50     ,African,M,ISIZULU,Employed,PRETORIA,Gauteng,1.0
13776411,0000_0000,T,DEGR,24_25     ,African,M,ISIZULU,Employed,ALBERTON,Gauteng,1.0
13298501,1001_1050,T,DEGR,26_28     ,African,M,ISIZULU,Unemployed,JOHANNESBURG,Gauteng,1.0
14143892,1201_1300,T,MATR,29_34     ,African,M,ISIXHOSA,Employed,BUTTERWORTH,Eastern Cape,1.0
14144136,0951_1000,F,DIPL,24_25     ,African,F,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,1.0
14144454,0001_0600,T,MATR,24_25     ,Other / Non disclosure,M,ENGLISH,Employed,CAPE TOWN,Western Cape,1.0
12570286,1301_1400,T,DEGR,20_21     ,White,M,AFR/ENG,Unemployed,HOPEFIELD,Western Cape,1.0
